query_id	type	target	e_c-bm25-top_5	e_c-bm25-top_10	e_c-bm25-top_20	e_c-bm25-top_50	e_c-bm25-top_100	e_c-lmDir-top_5	e_c-lmDir-top_10	e_c-lmDir-top_20	e_c-lmDir-top_50	e_c-lmDir-top_100	t_c-bm25	t_c-lmDir	propor_depth	type_children	type_siblings	covered_entities	type_length	sum_idf	avg_idf	surface_sim_1_shingle	surface_sim_2_shinglesnouns_sim	w2v_aggr_cos_sim	w2v_max_cos_sim	w2v_avg_cos_sim
INEX_LD-2009039	<dbo:ArchitecturalStructure>	3	0	35.63822474999999	31.44682483333333	29.150058687499993	23.467101889830506	0	0	0.0004803043375172868	8.232635258628298e-05	4.532723597698086e-05	3.0874128	2.50008745959198e-07	0.29	14	16	183179	2	12.1654	6.0827	0.0	-	0.3624351359123208	0.4532994224295441	0.22729045297320952
INEX_LD-2009039	<dbo:Bridge>	0	0	0	0	0	0	0	0	0	0	0	2.5466604	8.745938304964567e-09	0.71	0	7	4063	1	6.632	6.632	0.0	-	0.12126974628203907	0.1411323796360172	0.09549079308016763
INEX_LD-2009039	<dbo:Building>	0	0	35.63822474999999	31.44682483333333	29.150058687499993	23.467101889830506	0	0	0.0004803043375172868	8.232635258628298e-05	4.532723597698086e-05	3.0961387	1.0599053105126606e-06	0.43	12	14	76119	1	5.5334	5.5334	0.0	-	0.11023116202861802	0.25787466565122896	0.09300363130351826
INEX_LD-2009039	<dbo:ClericalAdministrativeRegion>	0	0	0	0	0	0	0	0	0.0007204565062759302	0.00111140575991482	0.0016091168771828217	0	0	0.71	3	3	3206	3	17.8166	5.9389	0.0	-	0.0666646028422094	0.11215645430883552	0.033133892612808684
INEX_LD-2009039	<dbo:Country>	0	0	0	0	0	0	0	0	0	0	0	2.881033	1.2549458719742555e-07	0.43	1	13	3294	1	6.632	6.632	0.0	-	-0.027599587917730366	0.03174456493967588	-0.018674670022773142
INEX_LD-2009039	<dbo:Diocese>	0	0	0	0	0	0	0	0	0.0007204565062759302	0.00111140575991482	0.0016091168771828217	0	0	0.86	0	3	3206	1	6.632	6.632	0.0	-	0.08917095155546932	0.07725475138710136	0.06894552811868988
INEX_LD-2009039	<dbo:EducationalInstitution>	0	0	0	0	0	0	0	0	0	0	0	3.0800874	3.166094252104274e-07	0.43	4	21	52318	2	13.264	6.632	0.0	-	0.03964472328215301	0.08308657680252818	0.02571280721093193
INEX_LD-2009039	<dbo:Historian>	0	0	0	0	0	0	0	0	0	0	0	3.0096588	2.437450616402435e-07	0.57	0	6	733	1	6.632	6.632	0.0	-	0.2025641759146853	0.2041743500824572	0.1579925356848772
INEX_LD-2009039	<dbo:HistoricBuilding>	3	0	0	0	349.80070424999985	98.89707225	0	0	0	0.00055570287995741	0.000247556442643511	3.0906646	2.333859535672772e-06	0.57	0	12	8009	2	11.4722	5.7361	0.0	-	0.19295687390551666	0.25787466565122896	0.12682358058976467
INEX_LD-2009039	<dbo:HistoricPlace>	1	0	0	0	0	0	0	0	0	0	0	3.0856204	2.8327278899641814e-07	0.29	0	16	20113	2	11.1846	5.5923	0.0	-	0.19534529250694233	0.2335375383459316	0.11808019761548084
INEX_LD-2009039	<dbo:Infrastructure>	0	0	0	0	0	0	0	0	0	0	0	2.710225	1.4978272009981176e-09	0.43	10	14	85653	1	6.632	6.632	0.0	-	0.09846123805011983	0.2528421959568668	0.0841506058702339
INEX_LD-2009039	<dbo:Monument>	0	0	0	0	0	0	0	0	0	0	0	2.920951	2.0440558129692242e-07	0.29	2	16	534	1	6.632	6.632	0.0	-	0.11285415965472773	0.11309287998304847	0.08533208129079305
INEX_LD-2009039	<dbo:Museum>	0	0	0	0	0	0	0	0	0	0	0	3.0704758	1.7302171295676028e-07	0.57	0	12	4946	1	6.632	6.632	0.0	-	0.13274818394909707	0.17631693399551715	0.10557426073930488
INEX_LD-2009039	<dbo:Organisation>	0	0	0	0	0	0	0	0	0	0	0	3.0207267	2.7779039382520353e-08	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	-0.02216095430480474	0.00817369267024877	-0.01836526571180685
INEX_LD-2009039	<dbo:Person>	0	0	0	0	0	0	0	0	0	0	0.0016091168771828217	3.0254443	2.801659461427701e-08	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	-0.011636151179687089	0.023807460932870818	-0.007374248464514732
INEX_LD-2009039	<dbo:Place>	0	0	35.63822474999999	31.44682483333333	29.150058687499993	23.467101889830506	0	0	0.00028818260251037205	7.66486730975738e-05	4.4085393895419756e-05	3.0636635	7.4043721914416e-08	0.14	16	49	801334	1	5.2457	5.2457	0.0	-	0.09698837234160536	0.09503460003843439	0.07551686535495056
INEX_LD-2009039	<dbo:PopulatedPlace>	0	0	0	0	0	0	0	0	0.0007204565062759302	0.00111140575991482	0.0016091168771828217	2.8432827	9.713308190169779e-09	0.29	13	16	499185	2	11.8777	5.9389	0.0	-	0.21548842159759707	0.21158406802912733	0.1214202476602786
INEX_LD-2009039	<dbo:Region>	0	0	0	0	0	0	0	0	0.0007204565062759302	0.00111140575991482	0.0016091168771828217	2.4188352	2.9222812287064395e-08	0.43	3	13	23972	1	5.2457	5.2457	0.0	-	0.021165106216332323	0.06425379477385475	0.018563086662408877
INEX_LD-2009039	<dbo:ReligiousBuilding>	0	0	47.517633	70.755355875	53.81549296153846	46.15196705000002	0	0	0.0007204565062759302	0.00014818743465530937	9.752223498077706e-05	3.0960565	5.2481992008038856e-06	0.57	7	12	3996	2	11.4722	5.7361	0.0	-	0.12015444631126389	0.25787466565122896	0.07613996869839613
INEX_LD-2009039	<dbo:RouteOfTransportation>	0	0	0	0	0	0	0	0	0	0	0	2.7035975	2.184670514465983e-09	0.57	7	10	28392	3	12.5709	6.2854	0.0	-	0.04517303795197323	0.09654555293244854	0.030252845157453884
INEX_LD-2009039	<dbo:Royalty>	0	0	0	0	0	0	0	0	0	0	0	2.41637	9.679903478706447e-09	0.43	1	50	10404	1	5.9389	5.9389	0.0	-	0.03844517422105693	0.03690348680072236	0.029155377649875365
INEX_LD-2009039	<dbo:Settlement>	0	0	0	0	0	0	0	0	0	0	0	2.824982	3.3160401090028263e-09	0.43	5	13	466677	1	6.632	6.632	0.0	-	0.052031998459441994	0.06638478131075058	0.04125045388395205
INEX_LD-2009039	<dbo:University>	0	0	0	0	0	0	0	0	0	0	0	3.0878272	1.9846812342539093e-07	0.57	0	4	19302	1	6.632	6.632	0.0	-	0.06636889792052059	0.16480152494994763	0.05645310423374683
INEX_LD-2009039	<dbo:WorldHeritageSite>	0	0	0	0	0	0	0	0	0	0	0	3.0743237	1.7005936884155504e-06	0.29	0	16	942	3	19.2029	6.401	0.0	-	0.1332188674565955	0.14649697097943576	0.06903727029745595
INEX_LD-2009039	<dbo:Writer>	0	0	0	0	0	0	0	0	0	0	0	3.0040264	1.1584085956080677e-08	0.43	6	50	29835	1	5.9389	5.9389	0.0	-	-0.011543686277054547	0.010168496640005633	-0.007959644062391965
INEX_LD-2009053	<dbo:Agent>	0	60.137903333333334	88.41308025000001	136.93604159999998	157.4620199	104.7633368148148	3.829485304405056e-18	3.835670946149965e-18	2.3053268938283805e-18	1.2834355022836813e-18	5.504023669964766e-19	6.313515	1.1657599142211404e-31	0.14	5	49	1855262	1	6.632	6.632	0.0	-	-0.011843114835554155	0.043987008526189364	-0.009033674924799671
INEX_LD-2009053	<dbo:Aircraft>	0	0	0	0	0	942.8700313333337	0	0	0	0	5.779224853463005e-18	13.75766	8.026991125884804e-25	0.29	1	14	10335	1	6.632	6.632	0.0	-	0.16067154491321145	0.16769321204110205	0.08684866830031183
INEX_LD-2009053	<dbo:Automobile>	3	0	117.884107	62.24365527272728	65.60917495833334	74.43710773684211	0	3.835670946149965e-18	1.4408293086427376e-18	5.022138921979621e-19	3.0416972912963187e-19	15.783009	4.422377244609425e-21	0.29	0	14	8966	1	5.9389	5.9389	0.0	-	0.24457615678929653	0.2004968993306955	0.12944780757908872
INEX_LD-2009053	<dbo:AutomobileEngine>	0	0	0	0	0	0	0	0	0	0	0	8.250522	2.159393329297549e-26	0.43	0	2	26612	2	11.8777	5.9389	0.0	-	0.2455134485850256	0.2004968993306955	0.10584352083446155
INEX_LD-2009053	<dbo:Company>	4	60.137903333333334	88.41308025000001	136.93604159999998	174.95779988888884	148.87421547368422	3.829485304405056e-18	3.835670946149965e-18	2.3053268938283805e-18	1.2834355022836813e-18	6.083394582592637e-19	13.225309	1.099592409845142e-23	0.43	9	21	65754	1	5.9389	5.9389	0.0	-	0.23312150886061697	0.3113517154181754	0.12498664996149
INEX_LD-2009053	<dbo:Device>	0	0	0	342.34010399999994	524.8733996666667	471.43501566666686	0	0	3.842211489713969e-18	2.887729880138282e-18	1.926408284487669e-18	15.481611	8.860952982383495e-24	0.14	6	49	34612	1	6.632	6.632	0.0	-	0.18211052309140793	0.18921803887703847	0.10027249407940257
INEX_LD-2009053	<dbo:EducationalInstitution>	0	0	0	0	0	0	0	0	0	0	0	7.3184085	1.3234624316774155e-31	0.43	4	21	52318	2	13.264	6.632	0.0	-	0.06397489324496852	0.09043733942701843	0.023171238659256223
INEX_LD-2009053	<dbo:Engine>	0	0	0	0	0	0	0	0	0	0	0	8.250522	2.159393329297549e-26	0.29	2	6	26612	1	5.9389	5.9389	0.0	-	0.14908315292036542	0.15456615279953748	0.0822392340898344
INEX_LD-2009053	<dbo:MeanOfTransportation>	0	0	117.884107	62.24365527272728	60.56231534615385	64.28659304545452	0	3.835670946149965e-18	1.4408293086427376e-18	4.812883133563805e-19	2.6880115597502365e-19	14.949884	1.3188099412659565e-23	0.14	14	49	54201	3	12.5709	6.2854	0.0	-	0.09807118776784506	0.14625180784131686	0.039453944124886994
INEX_LD-2009053	<dbo:MotorsportSeason>	0	0	0	0	0	0	0	0	0	0	0	9.523375	2.3059875021372843e-26	0.29	0	2	2877	2	10.3736	5.1868	0.0	-	0.12197848150867484	0.1902252310449813	0.047670390521535044
INEX_LD-2009053	<dbo:Organisation>	0	60.137903333333334	88.41308025000001	136.93604159999998	174.95779988888884	134.69571876190474	3.829485304405056e-18	3.835670946149965e-18	2.3053268938283805e-18	1.2834355022836813e-18	6.083394582592637e-19	9.539728	2.1165709639869645e-26	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.12684229437175287	0.08546645781393199	0.07069293844553066
INEX_LD-2009053	<dbo:Person>	0	0	0	0	0	471.43501566666686	0	0	0	0	5.779224853463005e-18	7.379372	8.886810821707563e-32	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	0.0008261895566114774	0.0626980718928383	0.0033546291935871997
INEX_LD-2009053	<dbo:Ship>	0	0	0	0	0	1414.3050470000012	0	0	0	0	5.779224853463005e-18	8.359697	1.1707009797176796e-31	0.29	0	14	28712	1	6.632	6.632	0.0	-	0.16271111624650095	0.1595108340370999	0.09395906258281983
INEX_LD-2009053	<dbo:SportsSeason>	0	0	0	0	0	0	0	0	0	0	0	8.245295	3.835128447206965e-32	0.14	2	49	34002	2	9.1209	4.5604	0.0	-	0.00463669706128396	0.09285619192848608	0.004334913352383033
INEX_LD-2009053	<dbo:SportsTeam>	0	0	0	0	0	0	0	0	0	0	0	9.545995	8.271781667884223e-29	0.43	13	21	31620	2	8.679	4.3395	0.0	-	0.03375612917370956	0.07625419832261102	0.015303949052722084
INEX_LD-2009053	<dbo:University>	0	0	0	0	0	0	0	0	0	0	0	9.846264	1.398150511808752e-29	0.57	0	4	19302	1	6.632	6.632	0.0	-	0.004997574412631189	0.043290396863028394	0.0002933904834394631
INEX_LD-2009053	<dbo:Weapon>	0	0	0	342.34010399999994	524.8733996666667	471.43501566666686	0	0	3.842211489713969e-18	2.887729880138282e-18	1.926408284487669e-18	15.5168705	2.263702662479815e-23	0.29	0	6	5698	1	6.632	6.632	0.0	-	0.07618220000028356	0	0
INEX_LD-2009061	<dbo:Agent>	0	0	0	0	250.3035108	159.90420026666663	0	0	3.078315413585296e-11	7.165096865409004e-12	2.757067648220486e-12	3.93165	1.8605714022766642e-17	0.14	5	49	1855262	1	6.632	6.632	0.0	-	-0.03726278302379405	0.023745477909564567	-0.013381802676634302
INEX_LD-2009061	<dbo:ArchitecturalStructure>	0	0	137.18353	132.12083975	156.43969425	149.91018775	0	0	0	1.4330193730818007e-11	8.883884644266012e-12	3.928483	2.403333109077218e-18	0.29	14	16	183179	2	12.1654	6.0827	0.0	-	0.010985582041154773	0.04337322882673212	0.003970274975168449
INEX_LD-2009061	<dbo:Athlete>	0	0	0	0	0	0	0	0	0	0	0	3.0887403	2.5093307588922907e-18	0.43	43	50	314055	1	5.9389	5.9389	0.0	-	-0.028087339172867046	0.0972485279504712	-8.09314567220454e-05
INEX_LD-2009061	<dbo:Building>	0	0	0	0	0	0	0	0	0	0	3.997748089919707e-11	3.8664198	2.040123507671468e-18	0.43	12	14	76119	1	5.5334	5.5334	0.0	-	-0.07670967322034818	0.0016638416443178969	-0.027106654602328372
INEX_LD-2009061	<dbo:Castle>	0	0	0	0	0	0	0	0	0	0	0	4.3083606	9.382078669968759e-16	0.57	0	12	1364	1	6.632	6.632	0.0	-	0.04265372355586874	0.05662539871601307	0.021276112641525957
INEX_LD-2009061	<dbo:Country>	0	0	0	0	0	0	0	0	0	0	2.665165393279804e-11	4.1480474	1.7779725538308747e-16	0.43	1	13	3294	1	6.632	6.632	0.0	-	0.030486197950342193	0.08394944653095521	0.02242224668750844
INEX_LD-2009061	<dbo:Device>	0	0	0	0	0	0	0	0	0	0	0	4.087187	3.600394233563903e-16	0.14	6	49	34612	1	6.632	6.632	0.0	-	0.007775399105019541	0.06377291065444061	0.010326704005942322
INEX_LD-2009061	<dbo:Event>	0	0	0	176.1611196666667	139.057506	114.21728590476187	1.1582029455768033e-11	1.0790742381935924e-11	7.69578853396324e-12	4.214762862005295e-12	2.6651653932798036e-12	4.2332954	2.1638086375300767e-15	0.14	4	49	72907	1	4.6861	4.6861	0.0	-	0.038413490706593056	0.074788965352773	0.016683894256683263
INEX_LD-2009061	<dbo:HorseRider>	0	0	0	0	0	0	0	0	0	0	0	4.355494	3.826311556274849e-15	0.57	0	43	510	2	10.556	5.278	0.0	-	0.07859308718838426	0.07700858978731459	0.035757182258533346
INEX_LD-2009061	<dbo:MeanOfTransportation>	0	0	0	0	0	0	0	0	0	0	0	4.0730505	1.3268287009325398e-15	0.14	14	49	54201	3	12.5709	6.2854	0.0	-	-0.0641677543088067	0.04984325301890168	-0.01605265936075427
INEX_LD-2009061	<dbo:MilitaryConflict>	7	0	0	176.1611196666667	139.057506	114.21728590476187	1.1582029455768033e-11	1.0790742381935924e-11	7.69578853396324e-12	4.214762862005295e-12	2.6651653932798036e-12	4.36642	2.6998185374291866e-14	0.43	0	11	13354	2	11.8777	5.9389	0.0	-	-0.02873232890931913	0.044134790496722545	-0.011944539538993005
INEX_LD-2009061	<dbo:MilitaryPerson>	0	0	0	0	0	479.7126008	0	0	3.078315413585296e-11	1.0235852664870006e-11	5.330330786559607e-12	4.2879395	1.4835314841373856e-14	0.43	0	50	28198	2	10.7791	5.3895	0.0	-	0.0036675301979129933	0.07040874923807718	0.0014418765234743124
INEX_LD-2009061	<dbo:MilitaryStructure>	0	0	0	264.2416795	208.58625899999998	171.32592885714288	0	0	0	2.388365621803001e-11	1.332582696639902e-11	4.353888	1.8753307285317654e-14	0.43	1	14	4248	2	10.7791	5.3895	0.0	-	0.0023692439122343584	0.04337322882673212	-0.004705231869625712
INEX_LD-2009061	<dbo:MilitaryUnit>	0	0	0	0	625.758777	299.8203755	0	0	0	2.388365621803001e-11	6.66291348319951e-12	4.349162	3.292815252048673e-14	0.43	0	21	16926	2	11.1846	5.5923	0.0	-	-0.008212450969677718	0.02911517114675745	-0.008421466959028186
INEX_LD-2009061	<dbo:Noble>	0	0	0	0	0	0	0	0	0	0	0	4.332383	3.984605445261035e-17	0.43	0	50	5117	1	6.632	6.632	0.0	-	0.11037369477101006	0.160322274954569	0.06416144859969919
INEX_LD-2009061	<dbo:Organisation>	0	0	0	0	625.758777	299.8203755	0	0	0	2.388365621803001e-11	6.150381676799546e-12	3.8509219	8.444127537491407e-18	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.07003310089052436	0.10435827192762265	0.033575355769713336
INEX_LD-2009061	<dbo:Person>	0	0	0	0	417.17251799999997	342.65185771428577	0	0	3.078315413585296e-11	1.0235852664870006e-11	4.997185112399634e-12	3.9241998	1.978490873557188e-17	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	0.02794462803036005	0.07040874923807718	0.020983272956201632
INEX_LD-2009061	<dbo:Place>	0	0	137.18353	132.12083975	104.29312949999999	109.02559109090909	0	0	2.0522102757235305e-11	1.0235852664870006e-11	5.330330786559607e-12	4.145657	7.906982987094e-18	0.14	16	49	801334	1	5.2457	5.2457	0.0	-	0.02057455097161123	0.02395905211160481	0.011584036766007359
INEX_LD-2009061	<dbo:PopulatedPlace>	0	0	0	0	312.8793885	399.76050066666664	0	0	3.078315413585296e-11	3.5825484327045014e-11	1.332582696639902e-11	4.202571	8.507530756534587e-18	0.29	13	16	499185	2	11.8777	5.9389	0.0	-	0.03327461904256976	0.05938262519767222	0.008124993222162398
INEX_LD-2009061	<dbo:ReligiousBuilding>	0	0	0	0	0	0	0	0	0	0	0	4.2807856	3.262877272935919e-17	0.57	7	12	3996	2	11.4722	5.7361	0.0	-	-0.058430851874242865	0.04795069289919069	-0.015508672929384045
INEX_LD-2009061	<dbo:Royalty>	0	0	0	0	0	0	0	0	0	0	0	4.351589	1.687249300644996e-16	0.43	1	50	10404	1	5.9389	5.9389	0.0	-	-0.04613031119891596	0.019491034422154163	-0.01348569963473728
INEX_LD-2009061	<dbo:Settlement>	0	0	0	0	312.8793885	399.76050066666664	0	0	0	0	2.665165393279804e-11	4.238057	9.7795504533936e-18	0.43	5	13	466677	1	6.632	6.632	0.0	-	0.028810650490995494	0.037946545472008666	0.010023933478056963
INEX_LD-2009061	<dbo:Ship>	0	0	0	0	0	0	0	0	0	0	0	4.2146487	4.204385404342619e-15	0.29	0	14	28712	1	6.632	6.632	0.0	-	0.02230974536089639	0.08230191937429154	0.01937957031078866
INEX_LD-2009061	<dbo:SocietalEvent>	0	0	0	176.1611196666667	139.057506	114.21728590476187	1.1582029455768033e-11	1.0790742381935924e-11	7.69578853396324e-12	4.214762862005295e-12	2.6651653932798036e-12	4.287177	2.2253048786367312e-15	0.29	11	4	49163	2	11.3181	5.659	0.0	-	0.04714824317319568	0.09763348621309505	0.013591070873051558
INEX_LD-2009061	<dbo:Weapon>	0	0	0	0	0	0	0	0	0	0	0	4.1401024	1.4942537084096804e-15	0.29	0	6	5698	1	6.632	6.632	0.0	-	0.08675836062537562	0	0
INEX_LD-2009061	<dbo:Work>	0	0	0	0	0	1199.281502	0	0	0	0	0	0	0	0.14	15	49	479356	1	5.2457	5.2457	0.0	-	0.015135261408508098	0.04046410635137193	0.00986996466770777
INEX_LD-2009062	<dbo:AcademicJournal>	0	0	0	0	0	0	0	0	0	0	0	4.257309	2.4794631694225175e-14	0.57	0	4	6395	2	13.264	6.632	0.0	-	0.1524757065875248	0.2601863963428798	0.06626467322905957
INEX_LD-2009062	<dbo:Agent>	0	0	0	0	228.94815674999998	174.7441025	0	0	0	9.261934595631929e-11	8.390099064237861e-11	4.2731543	4.311318963414892e-15	0.14	5	49	1855262	1	6.632	6.632	0.0	-	-0.01847140859719914	0.07940552416231911	-0.010448601430303546
INEX_LD-2009062	<dbo:Award>	0	0	0	0	0	0	0	0	0	0	0	4.3179007	3.447446177860658e-14	0.14	2	49	4856	1	6.632	6.632	0.0	-	0.07622315370643615	0.14878361750984745	0.04226624149432436
INEX_LD-2009062	<dbo:Bank>	0	0	0	0	0	0	0	0	0	0	0	3.7203124	1.670880368163816e-14	0.57	0	9	2915	1	6.632	6.632	0.0	-	0.07017581045964295	0.08613948567082687	0.04493341142521914
